"","Country","WDPAID","NAME","DESIG","PA.Name","paper","Grouping"
"702","United Kingdom",555588156,"Fulmar","Marine Conservation Zone","Fulmar Marine Conservation Zone","Advice_555588156_Fulmar_Combo.pdf","UK"
"703","United Kingdom",555557198,"Thames Estuary and Marshes","Marine Protected Area (OSPAR)","Thames Estuary and Marshes Marine Protected Area (OSPAR)","Advice_555557198_Thames Estuary and Marshes_NaturalEngland.pdf","UK"
"704","United Kingdom",555541821,"Poole Harbour","Special Protection Area (Birds Directive)","Poole Harbour Special Protection Area (Birds Directive)","555557128_Poole Harbour.pdf","UK"
"705","United Kingdom",555557162,"Skerries and Causeway","Marine Protected Area (OSPAR)","Skerries and Causeway Marine Protected Area (OSPAR)","555557162_Skerries_and_Causeway.pdf","UK"
"706","United Kingdom",555583023,"Torbay","Marine Protected Area (OSPAR)","Torbay Marine Protected Area (OSPAR)","Advice_555583023_Torbay_NaturalEngland.pdf","UK"
"708","United Kingdom",95292,"Thanet Coast and Sandwich Bay","Ramsar Site, Wetland of International Importance","Thanet Coast and Sandwich Bay Ramsar Site, Wetland of International Importance","Advice_555557199_Thanet Coast and Sandwich Bay_NaturalEngland.pdf","UK"
"709","United Kingdom",555541851,"Grassholm","Special Protection Area (Birds Directive)","Grassholm Special Protection Area (Birds Directive)","555593953_Grassholme.pdf","UK"
"710","United Kingdom",555557108,"North Norfolk Sandbanks and Saturn Reef","Marine Protected Area (OSPAR)","North Norfolk Sandbanks and Saturn Reef Marine Protected Area (OSPAR)","Advice_555557108_North Norfolk Sandbanks and Saturn Reef_Combo.pdf","UK"
"711","United Kingdom",555557095,"Mousa","Marine Protected Area (OSPAR)","Mousa Marine Protected Area (OSPAR)","Advice_555557095_Mousa.pdf","UK"
"712","United Kingdom",555556932,"Benfleet and Southend Marshes","Marine Protected Area (OSPAR)","Benfleet and Southend Marshes Marine Protected Area (OSPAR)","Advice_555556932_Benfleet_and_Southend_Marshes.pdf","UK"
"713","United Kingdom",220048,"Carlingford Lough","Ramsar Site, Wetland of International Importance","Carlingford Lough Ramsar Site, Wetland of International Importance","555556948_Carlingford_Lough.pdf","UK"
"714","United Kingdom",555557163,"Solan Bank Reef","Marine Protected Area (OSPAR)","Solan Bank Reef Marine Protected Area (OSPAR)","Advice_555557163_Solan Bank _ConservationObjectives_AdviceonOperations.pdf","UK"
"715","United Kingdom",555583022,"The Manacles","Marine Protected Area (OSPAR)","The Manacles Marine Protected Area (OSPAR)","Advice_555583022_The Manacles_Natural England.pdf","UK"
"716","United Kingdom",555541814,"Great Yarmouth North Denes","Special Protection Area (Birds Directive)","Great Yarmouth North Denes Special Protection Area (Birds Directive)","Advice_555541814_Great Yarmouth North Denes_NaturalEngland.pdf","UK"
"717","United Kingdom",555557165,"Solent Maritime","Marine Protected Area (OSPAR)","Solent Maritime Marine Protected Area (OSPAR)","Advice_555557165_Solent Maritime_NaturalEngland.pdf","UK"
"718","United Kingdom",555583055,"Hatton-Rockall Basin","Marine Protected Area (OSPAR)","Hatton-Rockall Basin Marine Protected Area (OSPAR)","Advice_555583055_Hatton_Rockall_Basin_Combo.pdf","UK"
"719","United Kingdom",220045,"Belfast Lough","Ramsar Site, Wetland of International Importance","Belfast Lough Ramsar Site, Wetland of International Importance","555556929_Belfast_Lough.pdf","UK"
"720","United Kingdom",555588164,"Offshore Overfalls","Marine Conservation Zone","Offshore Overfalls Marine Conservation Zone","Advice_555588164_Offshore Overfalls_ConservationAdvice.pdf","UK"
"721","United Kingdom",555557167,"Sound of Arisaig (Loch Ailort to Loch Ceann Traigh)","Marine Protected Area (OSPAR)","Sound of Arisaig (Loch Ailort to Loch Ceann Traigh) Marine Protected Area (OSPAR)","Advice_555557167_Sound_of_Arisaig _Loch_Ailort_to_Loch_Ceann_Traigh.pdf","UK"
"723","United Kingdom",555557204,"The Swale","Marine Protected Area (OSPAR)","The Swale Marine Protected Area (OSPAR)","Advice_555557204_The Swale_NaturalEngland.pdf","UK"
"724","United Kingdom",555556965,"Deben Estuary","Marine Protected Area (OSPAR)","Deben Estuary Marine Protected Area (OSPAR)","Advice_555556965_Deben Estuary_NaturalEngland.pdf","UK"
"725","United Kingdom",555557206,"The Wash","Marine Protected Area (OSPAR)","The Wash Marine Protected Area (OSPAR)","68276_The_Wash_and_North_Norfolk_Coast.pdf","UK"
"726","United Kingdom",555557061,"Lindisfarne","Marine Protected Area (OSPAR)","Lindisfarne Marine Protected Area (OSPAR)","Advice_555557061_Lindisfarne_NaturalEngland.pdf","UK"
"728","United Kingdom",555556953,"Colne Estuary (Mid-Essex Coast Phase 2)","Marine Protected Area (OSPAR)","Colne Estuary (Mid-Essex Coast Phase 2) Marine Protected Area (OSPAR)","Advice_555556953_Colne Estuary_Mid-Essex Coast Phase 2.pdf","UK"
"730","United Kingdom",555557175,"Stanton Banks","Marine Protected Area (OSPAR)","Stanton Banks Marine Protected Area (OSPAR)","Advice_555557175_Stanton Banks_Combo.pdf","UK"
"732","United Kingdom",555557176,"Start Point to Plymouth Sound and Eddystone","Marine Protected Area (OSPAR)","Start Point to Plymouth Sound and Eddystone Marine Protected Area (OSPAR)","Advice_555557176_Start Point to Plymouth Sound and Eddystone_NaturalEngland.pdf","UK"
"733","United Kingdom",220086,"Thames Estuary and Marshes","Ramsar Site, Wetland of International Importance","Thames Estuary and Marshes Ramsar Site, Wetland of International Importance","Advice_555557198_Thames Estuary and Marshes_NaturalEngland.pdf","UK"
"736","United Kingdom",555588163,"Offshore Brighton","Marine Conservation Zone","Offshore Brighton Marine Conservation Zone","Advice_555588163_Offshore Brighton_Combo.pdf","UK"
"738","United Kingdom",555557226,"Yell Sound Coast","Marine Protected Area (OSPAR)","Yell Sound Coast Marine Protected Area (OSPAR)","Advice_555557226_Yell Sound Coast.pdf","UK"
"739","United Kingdom",555588161,"Newquay and the Gannel","Marine Conservation Zone","Newquay and the Gannel Marine Conservation Zone","Advice_555588161_Newquay and the Gannel_NaturalEngland.pdf","UK"
"740","United Kingdom",555541844,"The Dee Estuary","Special Protection Area (Birds Directive)","The Dee Estuary Special Protection Area (Birds Directive)","Advice_555557201_Dee Estuary.pdf","UK"
"741","United Kingdom",555557068,"Loch nam Madadh","Marine Protected Area (OSPAR)","Loch nam Madadh Marine Protected Area (OSPAR)","555557068_Loch_nam_Madadh.pdf","UK"
"742","United Kingdom",555557127,"Pobie Bank Reef","Marine Protected Area (OSPAR)","Pobie Bank Reef Marine Protected Area (OSPAR)","Advice_555557127_Pobie_Bank_Reef_ConservationStatements.pdf","UK"
"743","United Kingdom",555635799,"Northumberland Marine","Special Protection Area (Birds Directive)","Northumberland Marine Special Protection Area (Birds Directive)","Advice_555635799_Northumberland Marine_NaturalEngland.pdf","UK"
"744","United Kingdom",555541857,"Burry Inlet","Special Protection Area (Birds Directive)","Burry Inlet Special Protection Area (Birds Directive)","Advice_68296_Carmarthen_Bay_CCW.pdf","UK"
"745","United Kingdom",555557225,"Y Fenai a Bae Conwy / Menai Strait and Conwy Bay","Marine Protected Area (OSPAR)","Y Fenai a Bae Conwy / Menai Strait and Conwy Bay Marine Protected Area (OSPAR)","Advice_555557225_Y Fenai a Bae Conwy_Menai Strait and Conwy Bay.pdf","UK"
"746","United Kingdom",555536090,"Y Fenai A Bae Conwy/ Menai Strait And Conwy Bay","Site of Community Importance (Habitats Directive)","Y Fenai A Bae Conwy/ Menai Strait And Conwy Bay Site of Community Importance (Habitats Directive)","Advice_555557225_Y Fenai a Bae Conwy_Menai Strait and Conwy Bay.pdf","UK"
"747","United Kingdom",555583021,"Thanet Coast","Marine Protected Area (OSPAR)","Thanet Coast Marine Protected Area (OSPAR)","Advice_555583021_Thanet Coast_SAC_NaturalEngland.pdf","UK"
"748","United Kingdom",555556943,"Burry Inlet","Marine Protected Area (OSPAR)","Burry Inlet Marine Protected Area (OSPAR)","Advice_68296_Carmarthen_Bay_CCW.pdf","UK"
"750","United Kingdom",555557073,"Luce Bay and Sands","Marine Protected Area (OSPAR)","Luce Bay and Sands Marine Protected Area (OSPAR)","Advice_555557073_luce_bay_and_sands.pdf","UK"
"751","United Kingdom",555583053,"Faroe-Shetland Sponge Belt","Marine Protected Area (OSPAR)","Faroe-Shetland Sponge Belt Marine Protected Area (OSPAR)","Advice_555583053_Faroe_Shetland_Sponge_Belt_Combo.pdf","UK"
"752","United Kingdom",555557120,"Pembrokeshire Marine / Sir Benfro Forol","Marine Protected Area (OSPAR)","Pembrokeshire Marine / Sir Benfro Forol Marine Protected Area (OSPAR)","Advice_555535783_Pembrokeshire_Marine.pdf","UK"
"755","United Kingdom",555588158,"Hartland Point to Tintagel","Marine Conservation Zone","Hartland Point to Tintagel Marine Conservation Zone","Advice_555588158_Hartland Point to Tintagel_NaturalEngland.pdf","UK"
"756","United Kingdom",555583013,"Kingmere","Marine Protected Area (OSPAR)","Kingmere Marine Protected Area (OSPAR)","Advice_555583013_Kingmere_NaturalEngland.pdf","UK"
"759","United Kingdom",555583060,"Turbot Bank","Marine Protected Area (OSPAR)","Turbot Bank Marine Protected Area (OSPAR)","Advice_555583060_Turbot Bank_Combo.pdf","UK"
"760","United Kingdom",555588157,"Greater Haig Fras","Marine Conservation Zone","Greater Haig Fras Marine Conservation Zone","Advice_555588157_GreaterHaigFras_Combo.pdf","UK"
"762","United Kingdom",555556927,"Bassurelle sandbank","Marine Protected Area (OSPAR)","Bassurelle sandbank Marine Protected Area (OSPAR)","Advice_555556927_Bassurelle Sandbank_Combo.pdf","UK"
"764","United Kingdom",555557091,"Moray Firth","Marine Protected Area (OSPAR)","Moray Firth Marine Protected Area (OSPAR)","Advice_555557091_Moray_Firth.pdf","UK"
"765","United Kingdom",555535624,"Kenfig/ Cynffig","Site of Community Importance (Habitats Directive)","Kenfig/ Cynffig Site of Community Importance (Habitats Directive)","555557043_Kenfig_Cynffig.pdf","UK"
"766","United Kingdom",555535853,"Solent And Isle Of Wight Lagoons","Site of Community Importance (Habitats Directive)","Solent And Isle Of Wight Lagoons Site of Community Importance (Habitats Directive)","Advice_555535853_Solent And Isle Of Wight Lagoons_NaturalEngland.pdf","UK"
"767","United Kingdom",555583010,"Folkestone Pomerania","Marine Protected Area (OSPAR)","Folkestone Pomerania Marine Protected Area (OSPAR)","Advice_555583010_Folkestone Pomerania_NaturalEngland.pdf","UK"
"768","United Kingdom",555557184,"Studland to Portland","Marine Protected Area (OSPAR)","Studland to Portland Marine Protected Area (OSPAR)","Advice_555557184_Studland to Portland_NaturalEngland.pdf","UK"
"769","United Kingdom",555588167,"The Needles","Marine Conservation Zone","The Needles Marine Conservation Zone","Advice_555588167_The Needles_NaturalEngland.pdf","UK"
"770","United Kingdom",555583009,"Cumbria Coast","Marine Protected Area (OSPAR)","Cumbria Coast Marine Protected Area (OSPAR)","Advice_555583009_Cumbria Coast_NaturalEngland.pdf","UK"
"771","United Kingdom",555557076,"Lyme Bay and Torbay","Marine Protected Area (OSPAR)","Lyme Bay and Torbay Marine Protected Area (OSPAR)","Advice_555557076_Lyme_Bay_and_Torbay_NaturalEngland.pdf","UK"
"773","United Kingdom",555541858,"Severn Estuary","Special Protection Area (Birds Directive)","Severn Estuary Special Protection Area (Birds Directive)","Advice_555557156_Severn_Estuary.pdf","UK"
"774","United Kingdom",555535783,"Pembrokeshire Marine/ Sir Benfro Forol","Site of Community Importance (Habitats Directive)","Pembrokeshire Marine/ Sir Benfro Forol Site of Community Importance (Habitats Directive)","Advice_555535783_Pembrokeshire_Marine.pdf","UK"
"776","United Kingdom",555557126,"Plymouth Sound and Estuaries","Marine Protected Area (OSPAR)","Plymouth Sound and Estuaries Marine Protected Area (OSPAR)","Advice_555557126_Plymouth Sound and Estuaries_NaturalEngland.pdf","UK"
"777","United Kingdom",555557127,"Pobie Bank Reef","Marine Protected Area (OSPAR)","Pobie Bank Reef Marine Protected Area (OSPAR)","Advice_555557127_Pobie_Bank_Reef_Management.pdf","UK"
"779","United Kingdom",555557205,"The Wash and North Norfolk Coast","Marine Protected Area (OSPAR)","The Wash and North Norfolk Coast Marine Protected Area (OSPAR)","68276_The_Wash_and_North_Norfolk_Coast.pdf","UK"
"780","United Kingdom",555583014,"Lundy","Marine Protected Area (OSPAR)","Lundy Marine Protected Area (OSPAR)","555557075_Lundy.pdf","UK"
"781","United Kingdom",94085,"Benfleet and Southend Marshes","Ramsar Site, Wetland of International Importance","Benfleet and Southend Marshes Ramsar Site, Wetland of International Importance","Advice_555556932_Benfleet_and_Southend_Marshes.pdf","UK"
"784","United Kingdom",95302,"Severn Estuary","Ramsar Site, Wetland of International Importance","Severn Estuary Ramsar Site, Wetland of International Importance","Advice_555557156_Severn_Estuary.pdf","UK"
"785","United Kingdom",555583020,"Tamar Estuary","Marine Protected Area (OSPAR)","Tamar Estuary Marine Protected Area (OSPAR)","Advice_555583020_Tamar Estuary Sites_NaturalEngland.pdf","UK"
"787","United Kingdom",68247,"Lindisfarne","Ramsar Site, Wetland of International Importance","Lindisfarne Ramsar Site, Wetland of International Importance","Advice_555557061_Lindisfarne_NaturalEngland.pdf","UK"
"788","United Kingdom",555588155,"Farnes East","Marine Conservation Zone","Farnes East Marine Conservation Zone","Advice_555588155_Farnes East_Management.pdf","UK"
"789","United Kingdom",94082,"Medway Estuary and Marshes","Ramsar Site, Wetland of International Importance","Medway Estuary and Marshes Ramsar Site, Wetland of International Importance","Advice_555557083_Medway_Estuary_and_Marshes_NaturalEngland.pdf","UK"
"791","United Kingdom",555557083,"Medway Estuary and Marshes","Marine Protected Area (OSPAR)","Medway Estuary and Marshes Marine Protected Area (OSPAR)","Advice_555557083_Medway_Estuary_and_Marshes_NaturalEngland.pdf","UK"
"792","United Kingdom",68276,"The Wash","Ramsar Site, Wetland of International Importance","The Wash Ramsar Site, Wetland of International Importance","68276_The_Wash_and_North_Norfolk_Coast.pdf","UK"
"794","United States",555586843,"Abalone Cove","State Marine Conservation Area","Abalone Cove State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"795","United States",2353,"Acadia","National Park","Acadia National Park","2353_Acadia_National_Park.pdf","USA"
"796","United States",21038,"Ahihi-Kinau","Natural Area Reserve","Ahihi-Kinau Natural Area Reserve","21038_Ahihi-Kinau-NAR-Management-Plan.pdf","USA"
"797","United States",555586830,"Lake Superior","National Estuarine Research Reserve","Lake Superior National Estuarine Research Reserve","555586830_Reserves_LKS_MgmtPlan.pdf","USA"
"798","United States",10561,"Willapa","National Wildlife Refuge","Willapa National Wildlife Refuge","10561_Willapa.pdf","USA"
"799","United States",555586781,"Windley Key Fossil Reef Geological","State Park","Windley Key Fossil Reef Geological State Park","555586781_03.01.2012_WKFRGSP_AP.pdf","USA"
"800","United States",555587021,"Redfish Rocks","Marine Reserve","Redfish Rocks Marine Reserve","555587021_RedfishRocks_MR.pdf","USA"
"804","United States",315059,"Eastern Shore of Virginia","National Wildlife Refuge","Eastern Shore of Virginia National Wildlife Refuge","2911_315059_FishermanIsland_EasternShoreVirginia.pdf","USA"
"806","United States",220201,"Papahanaumokuakea Marine National Monument","Marine National Monument","Papahanaumokuakea Marine National Monument Marine National Monument","220201_Papahanaumokuakea_NMS.pdf","USA"
"807","United States",555586991,"Ebey's Landing","National Historical Reserve","Ebey's Landing National Historical Reserve","555586991_Ebeys Landing.pdf","USA"
"808","United States",555586748,"Lemon Bay","Aquatic Preserve","Lemon Bay Aquatic Preserve","5555586747_48_49_50_56_Charlotte-Harbor-AP-Management-Plan.pdf","USA"
"811","United States",555586744,"Alligator Harbor","Aquatic Preserve","Alligator Harbor Aquatic Preserve","555586744_Alligator-Harbor-AP.pdf","USA"
"812","United States",13865,"Alligator River","National Wildlife Refuge","Alligator River National Wildlife Refuge","13865_AlligatorRiver_NWR.pdf","USA"
"813","United States",5555746,"Edwin B. Forsythe","National Wildlife Refuge","Edwin B. Forsythe National Wildlife Refuge","5555746_EBForsythe_NWR.pdf","USA"
"814","United States",555547372,"Egg (Devil's Slide) Rock to Devil's Slide","Special Closure","Egg (Devil's Slide) Rock to Devil's Slide Special Closure","California_MPAs.pdf","California_MPAN"
"816","United States",555585996,"Amelia Island","State Park","Amelia Island State Park","23034_555586778_555585996_LittleTalbot_BigTalbot_AmeliaIsland.pdf","USA"
"817","United States",312329,"Anacapa Island","State Marine Conservation Area","Anacapa Island State Marine Conservation Area","Channel Islands National Park.pdf","USA"
"818","United States",352751,"Anacapa Island","State Marine Reserve","Anacapa Island State Marine Reserve","Channel Islands National Park.pdf","USA"
"819","United States",555586889,"Anacapa Island","Special Closure (B)","Anacapa Island Special Closure (B)","Channel Islands National Park.pdf","USA"
"820","United States",555586895,"Anacapa Island Special Closure (A)","Special Closure (A)","Anacapa Island Special Closure (A) Special Closure (A)","Channel Islands National Park.pdf","USA"
"821","United States",2900,"Anahuac","National Wildlife Refuge","Anahuac National Wildlife Refuge","2900_Anahuac.pdf","USA"
"822","United States",555585997,"Anastasia","State Park","Anastasia State Park","555585997_Anastasia_AP.pdf","USA"
"823","United States",555585657,"Anclote Key","State Park","Anclote Key State Park","555585657_AncloteKeyPreserveSP.pdf","USA"
"826","United States",555586840,"Goleta Slough","State Marine Conservation Area","Goleta Slough State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"827","United States",352727,"Escatawpa River Marsh","Coastal Preserve","Escatawpa River Marsh Coastal Preserve","MS_CoastalPreserves.pdf","USA"
"830","United States",555586717,"Ano Nuevo","State Marine Conservation Area","Ano Nuevo State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"832","United States",555586745,"Estero Bay","Aquatic Preserve","Estero Bay Aquatic Preserve","555586745_Estero-Bay-AP-Management-Plan.pdf","USA"
"833","United States",555586900,"Apalachicola Bay","Aquatic Preserve","Apalachicola Bay Aquatic Preserve","13091_Apalachicola NERR System.pdf","USA"
"834","United States",13091,"Apalachicola National Estuarine Research Reserve Outstanding Florida Water","National Estuarine Research Reserve","Apalachicola National Estuarine Research Reserve Outstanding Florida Water National Estuarine Research Reserve","13091_Apalachicola NERR System.pdf","USA"
"835","United States",365317,"Apalachicola River","Wildlife and Environmental Area","Apalachicola River Wildlife and Environmental Area","365317_apalachicola-river.pdf","USA"
"837","United States",68310,"Everglades National Park","Ramsar Site, Wetland of International Importance","Everglades National Park Ramsar Site, Wetland of International Importance","971_Everglades.pdf","USA"
"839","United States",555544114,"Aransas","National Wildlife Refuge","Aransas National Wildlife Refuge","555544114_Aransas.pdf","USA"
"842","United States",555586875,"Gray's Reef","National Marine Sanctuary","Gray's Reef National Marine Sanctuary","555586875_GraysReef.pdf","USA"
"843","United States",312833,"Argyle Lagoon San Juan Islands","Marine Preserve","Argyle Lagoon San Juan Islands Marine Preserve","312833_ArgyleLagoon_FalseBay_ParksBay.pdf","USA"
"847","United States",555586846,"Arrow Point to Lion Head Point (Catalina Island)","State Marine Conservation Area","Arrow Point to Lion Head Point (Catalina Island) State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"848","United States",555587009,"False Klamath Rock","Special Closure","False Klamath Rock Special Closure","California_MPAs.pdf","California_MPAN"
"849","United States",312370,"Ashepoo-Combahee-Edisto (ACE) Basin","National Estuarine Research Reserve","Ashepoo-Combahee-Edisto (ACE) Basin National Estuarine Research Reserve","312370_outdatedplan_Ashepoo-Combahee-Edisto (ACE) Basin.pdf","USA"
"852","United States",555547391,"Asilomar","State Marine Reserve","Asilomar State Marine Reserve","California_MPAs.pdf","California_MPAN"
"853","United States",1072,"Assateague Island","National Seashore","Assateague Island National Seashore","1072_Assateague_Island_National_Seashore.pdf","USA"
"854","United States",5555989,"Assawoman","Wildlife Area","Assawoman Wildlife Area","5555989_Assawoman WMP 1996 -  MAINLY TERRESTRIAL PARK.pdf","USA"
"858","United States",555586997,"Farnsworth Offshore (Catalina Island)","State Marine Conservation Area","Farnsworth Offshore (Catalina Island) State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"859","United States",555585998,"Avalon","State Park","Avalon State Park","5555855998_AvalonSP.pdf","USA"
"860","United States",555587020,"MacKerricher","State Marine Conservation Area","MacKerricher State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"861","United States",2906,"Back Bay","National Wildlife Refuge","Back Bay National Wildlife Refuge","2906_BackBayNWR.pdf","USA"
"862","United States",2973,"Featherstone","National Wildlife Refuge","Featherstone National Wildlife Refuge","2973_Featherstone.pdf","USA"
"864","United States",555585975,"Madira Bickel Mound","State Archaeological Site","Madira Bickel Mound State Archaeological Site","555585975 Mdira Bickel Mound State Archeeological Site.pdf","USA"
"865","United States",312867,"Fidalgo Bay","Aquatic Reserve","Fidalgo Bay Aquatic Reserve","312867_Fidalgo Bay.pdf","USA"
"866","United States",22983,"Bahia Honda","State Park","Bahia Honda State Park","22983_ Bahia Honda State Park Plan.pdf","USA"
"869","United States",2910,"Baker Island","National Wildlife Refuge","Baker Island National Wildlife Refuge","2910_BakerIsland_NWR.pdf","USA"
"872","United States",555585999,"Bald Point","State Park","Bald Point State Park","555585999_Bald Point State Park.pdf","USA"
"873","United States",1017,"Cape Krusenstern","National Monument","Cape Krusenstern National Monument","1017_Cape_Krusenstern_National_Monument.pdf","USA"
"875","United States",555586765,"Banana River","Aquatic Preserve","Banana River Aquatic Preserve","555586765_555586768_555586769_555586770_IndianRiverLagoonAP.pdf","USA"
"876","United States",1111260,"Bandon Marsh","National Wildlife Refuge","Bandon Marsh National Wildlife Refuge","1111260_BandonMarsh_NWR.pdf","USA"
"878","United States",11115532,"Marin Islands","National Wildlife Refuge","Marin Islands National Wildlife Refuge","352729_MarinIslands.pdf","USA"
"882","United States",368569,"Florida Keys","Wildlife and Environmental Area","Florida Keys Wildlife and Environmental Area","368569_Florida Keys.pdf","USA"
"884","United States",11116356,"Batiquitos Lagoon","State Marine Conservation Area","Batiquitos Lagoon State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"886","United States",352718,"Bayou La Croix","Coastal Preserve","Bayou La Croix Coastal Preserve","MS_CoastalPreserves.pdf","USA"
"887","United States",352720,"Bayou Portage","Coastal Preserve","Bayou Portage Coastal Preserve","MS_CoastalPreserves.pdf","USA"
"888","United States",555586749,"Matlacha Pass","Aquatic Preserve","Matlacha Pass Aquatic Preserve","5555586747_48_49_50_56_Charlotte-Harbor-AP-Management-Plan.pdf","USA"
"889","United States",555547362,"Footprint","State Marine Reserve","Footprint State Marine Reserve","California_MPAs.pdf","California_MPAN"
"891","United States",555586841,"Begg Rock (San Nicolas Island Quad)","State Marine Reserve","Begg Rock (San Nicolas Island Quad) State Marine Reserve","California_MPAs.pdf","California_MPAN"
"893","United States",555586779,"Fort George Island Cultural","State Park","Fort George Island Cultural State Park","555586779_Fort George Island Cultural.pdf","USA"
"895","United States",555586746,"Fort Pickens","State Park Aquatic Preserve","Fort Pickens State Park Aquatic Preserve","555586746_Fort Pickens.pdf","USA"
"896","United States",352721,"Bellefontaine Marsh","Coastal Preserve","Bellefontaine Marsh Coastal Preserve","MS_CoastalPreserves.pdf","USA"
"899","United States",555586902,"Fort Zachary Taylor","State Historic Site","Fort Zachary Taylor State Historic Site","555586902_Fort Zachary Taylor.pdf","USA"
"900","United States",555586804,"Olympic Coast","National Marine Sanctuary","Olympic Coast National Marine Sanctuary","555586804_OlympicCoast_NMS.pdf","USA"
"904","United States",555586763,"Big Boggy","National Wildlife Refuge","Big Boggy National Wildlife Refuge","555586763_BigBoggy_Texas Mid_Coast.pdf","USA"
"905","United States",44449,"Big Branch Marsh","National Wildlife Refuge","Big Branch Marsh National Wildlife Refuge","44449_BigBranchMarsh_ConservationPlan.pdf","USA"
"907","United States",312356,"Big Creek","State Marine Reserve","Big Creek State Marine Reserve","California_MPAs.pdf","California_MPAN"
"908","United States",555586724,"Big Creek","State Marine Conservation Area","Big Creek State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"909","United States",555586867,"Big Flat","State Marine Conservation Area","Big Flat State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"910","United States",555586000,"Big Lagoon","State Park","Big Lagoon State Park","555586000_555585664_555586048_BL_TB_PK.pdf","USA"
"911","United States",555586870,"Big River Estuary","State Marine Conservation Area","Big River Estuary State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"912","United States",555586778,"Big Talbot Island","State Park","Big Talbot Island State Park","23034_555586778_555585996_LittleTalbot_BigTalbot_AmeliaIsland.pdf","USA"
"913","United States",13024,"Monomoy","National Wildlife Refuge","Monomoy National Wildlife Refuge","13024_10w_CCP_Entire_Document(7545KB).pdf","USA"
"915","United States",22991,"Bill Baggs Cape Florida","State Park","Bill Baggs Cape Florida State Park","22991_Bill Bags Cape Florida SP.pdf","USA"
"916","United States",352722,"Biloxi River Marshes","Coastal Preserve","Biloxi River Marshes Coastal Preserve","MS_CoastalPreserves.pdf","USA"
"917","United States",18716,"Bird Island","Marine Sanctuary","Bird Island Marine Sanctuary","18716_BirdIsland.pdf","USA"
"921","United States",1024,"Biscayne","National Park","Biscayne National Park","1024_Biscayne_National_Park.pdf","USA"
"922","United States",312330,"Painted Cave (Santa Cruz Island)","State Marine Conservation Area","Painted Cave (Santa Cruz Island) State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"924","United States",2864,"Blackbeard Island","National Wildlife Refuge","Blackbeard Island National Wildlife Refuge","2868_Pinckney Island_Savannah Coastal Complex.pdf","USA"
"926","United States",3005,"Gateway","National Recreation Area","Gateway National Recreation Area","3005_Gateway_NRA.pdf","USA"
"927","United States",312449,"Woodard Bay","Natural Resources Conservation Area","Woodard Bay Natural Resources Conservation Area","312449_Woodard Bay.pdf","USA"
"928","United States",13034,"Chincoteague","National Wildlife Refuge","Chincoteague National Wildlife Refuge","13916_13034_Wallops_Chincoteague.pdf","USA"
"929","United States",315079,"Gerry E. Studds/Stellwagen Bank","National Marine Sanctuary","Gerry E. Studds/Stellwagen Bank National Marine Sanctuary","315079_StellwagenBank_NMS.pdf","USA"
"930","United States",555586441,"Gerstle Cove","State Marine Reserve","Gerstle Cove State Marine Reserve","California_MPAs.pdf","California_MPAN"
"931","United States",75511,"Block Island","National Wildlife Refuge","Block Island National Wildlife Refuge","75511_Block Island.pdf","USA"
"932","United States",555547354,"Moro Cojo Slough","State Marine Reserve","Moro Cojo Slough State Marine Reserve","California_MPAs.pdf","California_MPAN"
"933","United States",555586847,"Blue Cavern (Catalina Island)","State Marine Conservation Area","Blue Cavern (Catalina Island) State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"935","United States",555586773,"Mosquito Lagoon","Aquatic Preserve","Mosquito Lagoon Aquatic Preserve","555586773_Mosquito-Lagoon-AP-Management-Plan-2009.pdf","USA"
"938","United States",555547365,"Bodega Head","State Marine Reserve","Bodega Head State Marine Reserve","California_MPAs.pdf","California_MPAN"
"941","United States",166885,"Bolinas Lagoon","Ramsar Site, Wetland of International Importance","Bolinas Lagoon Ramsar Site, Wetland of International Importance","166885_Bolinas.pdf","USA"
"942","United States",555586844,"Bolsa Bay","State Marine Conservation Area","Bolsa Bay State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"943","United States",555586845,"Bolsa Chica Basin","State Marine Conservation Area","Bolsa Chica Basin State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"945","United States",21107,"Bon Secour","National Wildlife Refuge","Bon Secour National Wildlife Refuge","21107_Bon Secour NWR CCP.pdf","USA"
"947","United States",977,"Isle Royale","National Park","Isle Royale National Park","977_Isle_Royale.pdf","USA"
"950","United States",555547360,"Piedras Blancas","State Marine Reserve","Piedras Blancas State Marine Reserve","California_MPAs.pdf","California_MPAN"
"953","United States",369098,"Grand Bay","National Wildlife Refuge","Grand Bay National Wildlife Refuge","369098_Grand_Bay_NWR_CCP.pdf","USA"
